,UR_PRCP,UR_TMAX,UR_TMIN,MJOPhase_OLR,MJOAmplitude_OLR,UR_ERA5_Soil_Moisture_Lev1,UR_ERA5_Soil_Moisture_Lev2,MJOPhase_OLR_lag5,MJOPhase_OLR_lag10,MJOPhase_OLR_lag15,MJOPhase_OLR_lag20,MJOPhase_OLR_lag25,MJOPhase_OLR_lag30,MJOAmplitude_OLR_lag5,MJOAmplitude_OLR_lag10,MJOAmplitude_OLR_lag15,MJOAmplitude_OLR_lag20,MJOAmplitude_OLR_lag25,MJOAmplitude_OLR_lag30,UR_ERA5_Soil_Moisture_Lev1_lag5,UR_ERA5_Soil_Moisture_Lev1_lag10,UR_ERA5_Soil_Moisture_Lev1_lag15,UR_ERA5_Soil_Moisture_Lev1_lag20,UR_ERA5_Soil_Moisture_Lev1_lag25,UR_ERA5_Soil_Moisture_Lev1_lag30,UR_ERA5_Soil_Moisture_Lev2_lag5,UR_ERA5_Soil_Moisture_Lev2_lag10,UR_ERA5_Soil_Moisture_Lev2_lag15,UR_ERA5_Soil_Moisture_Lev2_lag20,UR_ERA5_Soil_Moisture_Lev2_lag25,UR_ERA5_Soil_Moisture_Lev2_lag30
1996-06-13,,,11.4,4,1.9982,0.28624904,0.3260725,3.0,2.0,2.0,1.0,8.0,7.0,1.5965,1.3836,1.1565,1.2019,1.7698,1.7085,0.31338286,0.33699185,0.35342062,0.36018634,0.3749521,0.36278158,0.346457,0.36091858,0.3676,0.3733266,0.3789483,0.38023365
1996-06-14,0.0,25.8,13.6,4,1.7769,0.28038713,0.32196414,3.0,2.0,2.0,8.0,8.0,7.0,1.5875,1.3171,1.0918,1.1702,1.5083,1.7529,0.30893868,0.32985556,0.34964782,0.35470277,0.37220448,0.3609817,0.34318888,0.35601392,0.36669275,0.37203395,0.37867028,0.37893367
1996-06-15,17.0,24.6,,4,1.6762,0.2972175,0.32035568,3.0,3.0,1.0,1.0,8.0,7.0,1.4233,1.4418,1.1709,1.1057,1.4013,2.2148,0.3049451,0.32488072,0.34990218,0.37179133,0.36327222,0.35607654,0.34020972,0.35302258,0.36659515,0.37050354,0.37661427,0.37729228
1996-06-16,0.0,22.7,13.3,4,1.5917,0.42665553,0.336455,4.0,3.0,2.0,1.0,1.0,7.0,1.7298,1.4254,1.2957,0.7738,1.2012,2.392,0.29873717,0.32172123,0.34659037,0.3667106,0.372322,0.35160527,0.33516726,0.35005075,0.36675495,0.3705926,0.37470824,0.37788373
1996-06-17,1.0,17.6,,4,1.3925,0.44699013,0.39030513,4.0,3.0,2.0,2.0,1.0,7.0,1.8574,1.3984,1.3534,0.9257,1.1529,2.0964,0.2919082,0.3160956,0.34188148,0.35953173,0.36731875,0.38283986,0.3296126,0.3479106,0.3643331,0.36899385,0.3742485,0.37818003
1996-06-18,2.0,17.6,8.2,5,1.2758,0.435562,0.40231073,4.0,3.0,2.0,2.0,1.0,8.0,1.9982,1.5965,1.3836,1.1565,1.2019,1.7698,0.28624904,0.31338286,0.33699185,0.35342062,0.36018634,0.3749521,0.3260725,0.346457,0.36091858,0.3676,0.3733266,0.3789483
1996-06-19,0.0,13.4,2.4,5,1.2081,0.42010158,0.4037997,4.0,3.0,2.0,2.0,8.0,8.0,1.7769,1.5875,1.3171,1.0918,1.1702,1.5083,0.28038713,0.30893868,0.32985556,0.34964782,0.35470277,0.37220448,0.32196414,0.34318888,0.35601392,0.36669275,0.37203395,0.37867028
1996-06-20,6.1,10.0,2.8,5,0.8566,0.41126615,0.40296802,4.0,3.0,3.0,1.0,1.0,8.0,1.6762,1.4233,1.4418,1.1709,1.1057,1.4013,0.2972175,0.3049451,0.32488072,0.34990218,0.37179133,0.36327222,0.32035568,0.34020972,0.35302258,0.36659515,0.37050354,0.37661427
1996-06-21,20.1,,3.2,6,0.7702,0.45768613,0.42764744,4.0,4.0,3.0,2.0,1.0,1.0,1.5917,1.7298,1.4254,1.2957,0.7738,1.2012,0.42665553,0.29873717,0.32172123,0.34659037,0.3667106,0.372322,0.336455,0.33516726,0.35005075,0.36675495,0.3705926,0.37470824
1996-06-22,0.0,14.0,1.6,7,0.8743,0.43548584,0.4269731,4.0,4.0,3.0,2.0,2.0,1.0,1.3925,1.8574,1.3984,1.3534,0.9257,1.1529,0.44699013,0.2919082,0.3160956,0.34188148,0.35953173,0.36731875,0.39030513,0.3296126,0.3479106,0.3643331,0.36899385,0.3742485
1996-06-23,0.0,14.7,4.0,7,1.0898,0.42366135,0.42302203,5.0,4.0,3.0,2.0,2.0,1.0,1.2758,1.9982,1.5965,1.3836,1.1565,1.2019,0.435562,0.28624904,0.31338286,0.33699185,0.35342062,0.36018634,0.40231073,0.3260725,0.346457,0.36091858,0.3676,0.3733266
1996-06-24,,,0.0,7,1.3767,0.41508928,0.4181186,5.0,4.0,3.0,2.0,2.0,8.0,1.2081,1.7769,1.5875,1.3171,1.0918,1.1702,0.42010158,0.28038713,0.30893868,0.32985556,0.34964782,0.35470277,0.4037997,0.32196414,0.34318888,0.35601392,0.36669275,0.37203395
1996-06-25,0.0,14.4,0.1,8,1.6038,0.4080989,0.4136639,5.0,4.0,3.0,3.0,1.0,1.0,0.8566,1.6762,1.4233,1.4418,1.1709,1.1057,0.41126615,0.2972175,0.3049451,0.32488072,0.34990218,0.37179133,0.40296802,0.32035568,0.34020972,0.35302258,0.36659515,0.37050354
1996-06-26,0.0,14.0,2.6,8,1.9914,0.40252233,0.41071284,6.0,4.0,4.0,3.0,2.0,1.0,0.7702,1.5917,1.7298,1.4254,1.2957,0.7738,0.45768613,0.42665553,0.29873717,0.32172123,0.34659037,0.3667106,0.42764744,0.336455,0.33516726,0.35005075,0.36675495,0.3705926
1996-06-27,3.0,,4.2,8,2.1582,0.40761214,0.408469,7.0,4.0,4.0,3.0,2.0,2.0,0.8743,1.3925,1.8574,1.3984,1.3534,0.9257,0.43548584,0.44699013,0.2919082,0.3160956,0.34188148,0.35953173,0.4269731,0.39030513,0.3296126,0.3479106,0.3643331,0.36899385
1996-06-28,0.0,,0.1,8,2.2119,0.41588724,0.40806782,7.0,5.0,4.0,3.0,2.0,2.0,1.0898,1.2758,1.9982,1.5965,1.3836,1.1565,0.42366135,0.435562,0.28624904,0.31338286,0.33699185,0.35342062,0.42302203,0.40231073,0.3260725,0.346457,0.36091858,0.3676
1996-06-29,,8.9,,1,2.0612,0.40900275,0.4082995,7.0,5.0,4.0,3.0,2.0,2.0,1.3767,1.2081,1.7769,1.5875,1.3171,1.0918,0.41508928,0.42010158,0.28038713,0.30893868,0.32985556,0.34964782,0.4181186,0.4037997,0.32196414,0.34318888,0.35601392,0.36669275
1996-06-30,,8.7,-2.7,1,2.1699,0.40092903,0.404207,8.0,5.0,4.0,3.0,3.0,1.0,1.6038,0.8566,1.6762,1.4233,1.4418,1.1709,0.4080989,0.41126615,0.2972175,0.3049451,0.32488072,0.34990218,0.4136639,0.40296802,0.32035568,0.34020972,0.35302258,0.36659515
1996-07-01,0.0,,0.4,1,2.3041,0.39362884,0.39996448,8.0,6.0,4.0,4.0,3.0,2.0,1.9914,0.7702,1.5917,1.7298,1.4254,1.2957,0.40252233,0.45768613,0.42665553,0.29873717,0.32172123,0.34659037,0.41071284,0.42764744,0.336455,0.33516726,0.35005075,0.36675495
1996-07-02,0.5,,3.8,1,2.3315,0.4438526,0.3978963,8.0,7.0,4.0,4.0,3.0,2.0,2.1582,0.8743,1.3925,1.8574,1.3984,1.3534,0.40761214,0.43548584,0.44699013,0.2919082,0.3160956,0.34188148,0.408469,0.4269731,0.39030513,0.3296126,0.3479106,0.3643331
1996-07-03,0.0,20.6,,1,2.0915,0.42435083,0.4020339,8.0,7.0,5.0,4.0,3.0,2.0,2.2119,1.0898,1.2758,1.9982,1.5965,1.3836,0.41588724,0.42366135,0.435562,0.28624904,0.31338286,0.33699185,0.40806782,0.42302203,0.40231073,0.3260725,0.346457,0.36091858
1996-07-04,0.0,15.2,0.5,2,1.6181,0.40993753,0.40014863,1.0,7.0,5.0,4.0,3.0,2.0,2.0612,1.3767,1.2081,1.7769,1.5875,1.3171,0.40900275,0.41508928,0.42010158,0.28038713,0.30893868,0.32985556,0.4082995,0.4181186,0.4037997,0.32196414,0.34318888,0.35601392
1996-07-05,,,-1.0,2,1.2224,0.40043068,0.39748654,1.0,8.0,5.0,4.0,3.0,3.0,2.1699,1.6038,0.8566,1.6762,1.4233,1.4418,0.40092903,0.4080989,0.41126615,0.2972175,0.3049451,0.32488072,0.404207,0.4136639,0.40296802,0.32035568,0.34020972,0.35302258
1996-07-06,,,1.1,2,1.1602,0.39293674,0.39527076,1.0,8.0,6.0,4.0,4.0,3.0,2.3041,1.9914,0.7702,1.5917,1.7298,1.4254,0.39362884,0.40252233,0.45768613,0.42665553,0.29873717,0.32172123,0.39996448,0.41071284,0.42764744,0.336455,0.33516726,0.35005075
1996-07-07,0.0,,3.6,3,1.0353,0.4257027,0.39454398,1.0,8.0,7.0,4.0,4.0,3.0,2.3315,2.1582,0.8743,1.3925,1.8574,1.3984,0.4438526,0.40761214,0.43548584,0.44699013,0.2919082,0.3160956,0.3978963,0.408469,0.4269731,0.39030513,0.3296126,0.3479106
1996-07-08,0.0,18.5,9.4,3,0.9028,0.47620404,0.45006603,1.0,8.0,7.0,5.0,4.0,3.0,2.0915,2.2119,1.0898,1.2758,1.9982,1.5965,0.42435083,0.41588724,0.42366135,0.435562,0.28624904,0.31338286,0.4020339,0.40806782,0.42302203,0.40231073,0.3260725,0.346457
1996-07-09,0.5,16.0,,4,0.7121,0.4775985,0.47838432,2.0,1.0,7.0,5.0,4.0,3.0,1.6181,2.0612,1.3767,1.2081,1.7769,1.5875,0.40993753,0.40900275,0.41508928,0.42010158,0.28038713,0.30893868,0.40014863,0.4082995,0.4181186,0.4037997,0.32196414,0.34318888
1996-07-10,0.0,14.4,7.4,4,0.9718,0.4622814,0.4655117,2.0,1.0,8.0,5.0,4.0,3.0,1.2224,2.1699,1.6038,0.8566,1.6762,1.4233,0.40043068,0.40092903,0.4080989,0.41126615,0.2972175,0.3049451,0.39748654,0.404207,0.4136639,0.40296802,0.32035568,0.34020972
1996-07-11,0.0,,8.2,4,1.2611,0.45436653,0.45762303,2.0,1.0,8.0,6.0,4.0,4.0,1.1602,2.3041,1.9914,0.7702,1.5917,1.7298,0.39293674,0.39362884,0.40252233,0.45768613,0.42665553,0.29873717,0.39527076,0.39996448,0.41071284,0.42764744,0.336455,0.33516726
1996-07-12,,,6.5,4,1.455,0.44493586,0.44979408,3.0,1.0,8.0,7.0,4.0,4.0,1.0353,2.3315,2.1582,0.8743,1.3925,1.8574,0.4257027,0.4438526,0.40761214,0.43548584,0.44699013,0.2919082,0.39454398,0.3978963,0.408469,0.4269731,0.39030513,0.3296126
1996-07-13,0.0,18.2,7.9,4,1.2338,0.43601394,0.44249195,3.0,1.0,8.0,7.0,5.0,4.0,0.9028,2.0915,2.2119,1.0898,1.2758,1.9982,0.47620404,0.42435083,0.41588724,0.42366135,0.435562,0.28624904,0.45006603,0.4020339,0.40806782,0.42302203,0.40231073,0.3260725
1996-07-14,0.0,19.2,5.0,5,1.239,0.42743284,0.43760926,4.0,2.0,1.0,7.0,5.0,4.0,0.7121,1.6181,2.0612,1.3767,1.2081,1.7769,0.4775985,0.40993753,0.40900275,0.41508928,0.42010158,0.28038713,0.47838432,0.40014863,0.4082995,0.4181186,0.4037997,0.32196414
1996-07-15,,12.2,-1.0,5,1.4485,0.42228237,0.43257406,4.0,2.0,1.0,8.0,5.0,4.0,0.9718,1.2224,2.1699,1.6038,0.8566,1.6762,0.4622814,0.40043068,0.40092903,0.4080989,0.41126615,0.2972175,0.4655117,0.39748654,0.404207,0.4136639,0.40296802,0.32035568
1996-07-16,0.0,,0.0,5,1.6417,0.41467094,0.42699504,4.0,2.0,1.0,8.0,6.0,4.0,1.2611,1.1602,2.3041,1.9914,0.7702,1.5917,0.45436653,0.39293674,0.39362884,0.40252233,0.45768613,0.42665553,0.45762303,0.39527076,0.39996448,0.41071284,0.42764744,0.336455
1996-07-17,0.0,,,5,1.6725,0.4086231,0.42106482,4.0,3.0,1.0,8.0,7.0,4.0,1.455,1.0353,2.3315,2.1582,0.8743,1.3925,0.44493586,0.4257027,0.4438526,0.40761214,0.43548584,0.44699013,0.44979408,0.39454398,0.3978963,0.408469,0.4269731,0.39030513
1996-07-18,0.0,18.4,7.0,5,1.7311,0.4036741,0.41578335,4.0,3.0,1.0,8.0,7.0,5.0,1.2338,0.9028,2.0915,2.2119,1.0898,1.2758,0.43601394,0.47620404,0.42435083,0.41588724,0.42366135,0.435562,0.44249195,0.45006603,0.4020339,0.40806782,0.42302203,0.40231073
1996-07-19,0.0,,8.9,5,1.8432,0.4020511,0.41154814,5.0,4.0,2.0,1.0,7.0,5.0,1.239,0.7121,1.6181,2.0612,1.3767,1.2081,0.42743284,0.4775985,0.40993753,0.40900275,0.41508928,0.42010158,0.43760926,0.47838432,0.40014863,0.4082995,0.4181186,0.4037997
1996-07-20,,22.0,8.6,5,1.7398,0.39477795,0.40543497,5.0,4.0,2.0,1.0,8.0,5.0,1.4485,0.9718,1.2224,2.1699,1.6038,0.8566,0.42228237,0.4622814,0.40043068,0.40092903,0.4080989,0.41126615,0.43257406,0.4655117,0.39748654,0.404207,0.4136639,0.40296802
1996-07-21,0.0,18.3,1.4,5,1.4611,0.38692766,0.4014449,5.0,4.0,2.0,1.0,8.0,6.0,1.6417,1.2611,1.1602,2.3041,1.9914,0.7702,0.41467094,0.45436653,0.39293674,0.39362884,0.40252233,0.45768613,0.42699504,0.45762303,0.39527076,0.39996448,0.41071284,0.42764744
1996-07-22,0.0,,-1.5,6,1.3596,0.38348028,0.39840847,5.0,4.0,3.0,1.0,8.0,7.0,1.6725,1.455,1.0353,2.3315,2.1582,0.8743,0.4086231,0.44493586,0.4257027,0.4438526,0.40761214,0.43548584,0.42106482,0.44979408,0.39454398,0.3978963,0.408469,0.4269731
1996-07-23,,,5.2,6,1.3952,0.3766332,0.39311844,5.0,4.0,3.0,1.0,8.0,7.0,1.7311,1.2338,0.9028,2.0915,2.2119,1.0898,0.4036741,0.43601394,0.47620404,0.42435083,0.41588724,0.42366135,0.41578335,0.44249195,0.45006603,0.4020339,0.40806782,0.42302203
1996-07-24,0.0,19.0,6.4,6,1.2808,0.37104893,0.38877472,5.0,5.0,4.0,2.0,1.0,7.0,1.8432,1.239,0.7121,1.6181,2.0612,1.3767,0.4020511,0.42743284,0.4775985,0.40993753,0.40900275,0.41508928,0.41154814,0.43760926,0.47838432,0.40014863,0.4082995,0.4181186
1996-07-25,0.0,15.2,5.7,5,1.0772,0.37215286,0.38687602,5.0,5.0,4.0,2.0,1.0,8.0,1.7398,1.4485,0.9718,1.2224,2.1699,1.6038,0.39477795,0.42228237,0.4622814,0.40043068,0.40092903,0.4080989,0.40543497,0.43257406,0.4655117,0.39748654,0.404207,0.4136639
1996-07-26,,15.7,3.5,5,1.061,0.36801854,0.3846688,5.0,5.0,4.0,2.0,1.0,8.0,1.4611,1.6417,1.2611,1.1602,2.3041,1.9914,0.38692766,0.41467094,0.45436653,0.39293674,0.39362884,0.40252233,0.4014449,0.42699504,0.45762303,0.39527076,0.39996448,0.41071284
1996-07-27,0.0,,0.2,6,1.3987,0.36114827,0.3799885,6.0,5.0,4.0,3.0,1.0,8.0,1.3596,1.6725,1.455,1.0353,2.3315,2.1582,0.38348028,0.4086231,0.44493586,0.4257027,0.4438526,0.40761214,0.39840847,0.42106482,0.44979408,0.39454398,0.3978963,0.408469
1996-07-28,0.0,,3.7,6,1.5588,0.35350716,0.3738802,6.0,5.0,4.0,3.0,1.0,8.0,1.3952,1.7311,1.2338,0.9028,2.0915,2.2119,0.3766332,0.4036741,0.43601394,0.47620404,0.42435083,0.41588724,0.39311844,0.41578335,0.44249195,0.45006603,0.4020339,0.40806782
1996-07-29,,20.6,6.6,6,1.4649,0.3450616,0.36767808,6.0,5.0,5.0,4.0,2.0,1.0,1.2808,1.8432,1.239,0.7121,1.6181,2.0612,0.37104893,0.4020511,0.42743284,0.4775985,0.40993753,0.40900275,0.38877472,0.41154814,0.43760926,0.47838432,0.40014863,0.4082995
1996-07-30,0.0,20.4,5.1,6,1.3498,0.33635402,0.36134297,5.0,5.0,5.0,4.0,2.0,1.0,1.0772,1.7398,1.4485,0.9718,1.2224,2.1699,0.37215286,0.39477795,0.42228237,0.4622814,0.40043068,0.40092903,0.38687602,0.40543497,0.43257406,0.4655117,0.39748654,0.404207
1996-07-31,0.0,,6.8,6,1.4328,0.32471412,0.3529567,5.0,5.0,5.0,4.0,2.0,1.0,1.061,1.4611,1.6417,1.2611,1.1602,2.3041,0.36801854,0.38692766,0.41467094,0.45436653,0.39293674,0.39362884,0.3846688,0.4014449,0.42699504,0.45762303,0.39527076,0.39996448
1996-08-01,0.0,,8.3,6,1.4802,0.3138309,0.3452229,6.0,6.0,5.0,4.0,3.0,1.0,1.3987,1.3596,1.6725,1.455,1.0353,2.3315,0.36114827,0.38348028,0.4086231,0.44493586,0.4257027,0.4438526,0.3799885,0.39840847,0.42106482,0.44979408,0.39454398,0.3978963
1996-08-02,0.0,,9.6,6,1.2355,0.30591863,0.33972192,6.0,6.0,5.0,4.0,3.0,1.0,1.5588,1.3952,1.7311,1.2338,0.9028,2.0915,0.35350716,0.3766332,0.4036741,0.43601394,0.47620404,0.42435083,0.3738802,0.39311844,0.41578335,0.44249195,0.45006603,0.4020339
1996-08-03,,,10.0,6,0.988,0.29815358,0.33372462,6.0,6.0,5.0,5.0,4.0,2.0,1.4649,1.2808,1.8432,1.239,0.7121,1.6181,0.3450616,0.37104893,0.4020511,0.42743284,0.4775985,0.40993753,0.36767808,0.38877472,0.41154814,0.43760926,0.47838432,0.40014863
1996-08-04,0.0,,12.2,7,0.9026,0.28649566,0.32459575,6.0,5.0,5.0,5.0,4.0,2.0,1.3498,1.0772,1.7398,1.4485,0.9718,1.2224,0.33635402,0.37215286,0.39477795,0.42228237,0.4622814,0.40043068,0.36134297,0.38687602,0.40543497,0.43257406,0.4655117,0.39748654
1996-08-05,0.0,27.4,10.4,7,0.7513,0.27609527,0.31671193,6.0,5.0,5.0,5.0,4.0,2.0,1.4328,1.061,1.4611,1.6417,1.2611,1.1602,0.32471412,0.36801854,0.38692766,0.41467094,0.45436653,0.39293674,0.3529567,0.3846688,0.4014449,0.42699504,0.45762303,0.39527076
1996-08-06,1.0,27.0,,8,0.8522,0.43466207,0.3301211,6.0,6.0,6.0,5.0,4.0,3.0,1.4802,1.3987,1.3596,1.6725,1.455,1.0353,0.3138309,0.36114827,0.38348028,0.4086231,0.44493586,0.4257027,0.3452229,0.3799885,0.39840847,0.42106482,0.44979408,0.39454398
1996-08-07,0.0,14.6,10.0,8,0.9498,0.405718,0.34000728,6.0,6.0,6.0,5.0,4.0,3.0,1.2355,1.5588,1.3952,1.7311,1.2338,0.9028,0.30591863,0.35350716,0.3766332,0.4036741,0.43601394,0.47620404,0.33972192,0.3738802,0.39311844,0.41578335,0.44249195,0.45006603
1996-08-08,0.0,,10.0,8,1.0295,0.394206,0.34602165,6.0,6.0,6.0,5.0,5.0,4.0,0.988,1.4649,1.2808,1.8432,1.239,0.7121,0.29815358,0.3450616,0.37104893,0.4020511,0.42743284,0.4775985,0.33372462,0.36767808,0.38877472,0.41154814,0.43760926,0.47838432
1996-08-09,14.0,,12.2,8,1.0144,0.41207957,0.35054708,7.0,6.0,5.0,5.0,5.0,4.0,0.9026,1.3498,1.0772,1.7398,1.4485,0.9718,0.28649566,0.33635402,0.37215286,0.39477795,0.42228237,0.4622814,0.32459575,0.36134297,0.38687602,0.40543497,0.43257406,0.4655117
1996-08-10,0.0,,4.0,8,0.8320000000000001,0.3952002,0.35294086,7.0,6.0,5.0,5.0,5.0,4.0,0.7513,1.4328,1.061,1.4611,1.6417,1.2611,0.27609527,0.32471412,0.36801854,0.38692766,0.41467094,0.45436653,0.31671193,0.3529567,0.3846688,0.4014449,0.42699504,0.45762303
1996-08-11,0.0,,2.8,1,1.0825,0.37584427,0.34940076,8.0,6.0,6.0,6.0,5.0,4.0,0.8522,1.4802,1.3987,1.3596,1.6725,1.455,0.43466207,0.3138309,0.36114827,0.38348028,0.4086231,0.44493586,0.3301211,0.3452229,0.3799885,0.39840847,0.42106482,0.44979408
1996-08-12,,,4.8,1,1.1017,0.36144266,0.34534732,8.0,6.0,6.0,6.0,5.0,4.0,0.9498,1.2355,1.5588,1.3952,1.7311,1.2338,0.405718,0.30591863,0.35350716,0.3766332,0.4036741,0.43601394,0.34000728,0.33972192,0.3738802,0.39311844,0.41578335,0.44249195
1996-08-13,1.0,21.8,8.2,1,0.9282,0.4859394,0.3714852,8.0,6.0,6.0,6.0,5.0,5.0,1.0295,0.988,1.4649,1.2808,1.8432,1.239,0.394206,0.29815358,0.3450616,0.37104893,0.4020511,0.42743284,0.34602165,0.33372462,0.36767808,0.38877472,0.41154814,0.43760926
1996-08-14,14.0,,12.5,1,1.1203,0.4650871,0.45751935,8.0,7.0,6.0,5.0,5.0,5.0,1.0144,0.9026,1.3498,1.0772,1.7398,1.4485,0.41207957,0.28649566,0.33635402,0.37215286,0.39477795,0.42228237,0.35054708,0.32459575,0.36134297,0.38687602,0.40543497,0.43257406
1996-08-15,0.0,22.8,9.0,1,1.2651,0.44491008,0.44466382,8.0,7.0,6.0,5.0,5.0,5.0,0.8320000000000001,0.7513,1.4328,1.061,1.4611,1.6417,0.3952002,0.27609527,0.32471412,0.36801854,0.38692766,0.41467094,0.35294086,0.31671193,0.3529567,0.3846688,0.4014449,0.42699504
1996-08-16,0.0,,5.6,2,1.4022,0.4274935,0.43354475,1.0,8.0,6.0,6.0,6.0,5.0,1.0825,0.8522,1.4802,1.3987,1.3596,1.6725,0.37584427,0.43466207,0.3138309,0.36114827,0.38348028,0.4086231,0.34940076,0.3301211,0.3452229,0.3799885,0.39840847,0.42106482
1996-08-17,0.0,,7.5,2,1.0757,0.41271096,0.42340374,1.0,8.0,6.0,6.0,6.0,5.0,1.1017,0.9498,1.2355,1.5588,1.3952,1.7311,0.36144266,0.405718,0.30591863,0.35350716,0.3766332,0.4036741,0.34534732,0.34000728,0.33972192,0.3738802,0.39311844,0.41578335
1996-08-18,0.0,,12.2,3,0.9839,0.3990943,0.41267127,1.0,8.0,6.0,6.0,6.0,5.0,0.9282,1.0295,0.988,1.4649,1.2808,1.8432,0.4859394,0.394206,0.29815358,0.3450616,0.37104893,0.4020511,0.3714852,0.34602165,0.33372462,0.36767808,0.38877472,0.41154814
1996-08-19,0.0,,11.6,3,1.1377,0.38627434,0.40279606,1.0,8.0,7.0,6.0,5.0,5.0,1.1203,1.0144,0.9026,1.3498,1.0772,1.7398,0.4650871,0.41207957,0.28649566,0.33635402,0.37215286,0.39477795,0.45751935,0.35054708,0.32459575,0.36134297,0.38687602,0.40543497
1996-08-20,0.0,28.9,,3,1.1145,0.3735641,0.39453667,1.0,8.0,7.0,6.0,5.0,5.0,1.2651,0.8320000000000001,0.7513,1.4328,1.061,1.4611,0.44491008,0.3952002,0.27609527,0.32471412,0.36801854,0.38692766,0.44466382,0.35294086,0.31671193,0.3529567,0.3846688,0.4014449
1996-08-21,,27.5,,3,0.8548,0.3682316,0.38786986,2.0,1.0,8.0,6.0,6.0,6.0,1.4022,1.0825,0.8522,1.4802,1.3987,1.3596,0.4274935,0.37584427,0.43466207,0.3138309,0.36114827,0.38348028,0.43354475,0.34940076,0.3301211,0.3452229,0.3799885,0.39840847
1996-08-22,0.0,,15.4,3,0.6038,0.35758466,0.37987998,2.0,1.0,8.0,6.0,6.0,6.0,1.0757,1.1017,0.9498,1.2355,1.5588,1.3952,0.41271096,0.36144266,0.405718,0.30591863,0.35350716,0.3766332,0.42340374,0.34534732,0.34000728,0.33972192,0.3738802,0.39311844
1996-08-23,0.0,,15.9,3,0.6688,0.34645995,0.37266076,3.0,1.0,8.0,6.0,6.0,6.0,0.9839,0.9282,1.0295,0.988,1.4649,1.2808,0.3990943,0.4859394,0.394206,0.29815358,0.3450616,0.37104893,0.41267127,0.3714852,0.34602165,0.33372462,0.36767808,0.38877472
1996-08-24,,,16.5,3,0.9829,0.33078778,0.36161244,3.0,1.0,8.0,7.0,6.0,5.0,1.1377,1.1203,1.0144,0.9026,1.3498,1.0772,0.38627434,0.4650871,0.41207957,0.28649566,0.33635402,0.37215286,0.40279606,0.45751935,0.35054708,0.32459575,0.36134297,0.38687602
1996-08-25,,33.0,,3,1.0722,0.318053,0.35497007,3.0,1.0,8.0,7.0,6.0,5.0,1.1145,1.2651,0.8320000000000001,0.7513,1.4328,1.061,0.3735641,0.44491008,0.3952002,0.27609527,0.32471412,0.36801854,0.39453667,0.44466382,0.35294086,0.31671193,0.3529567,0.3846688
1996-08-26,17.0,,6.5,3,1.1004,0.46518523,0.40496916,3.0,2.0,1.0,8.0,6.0,6.0,0.8548,1.4022,1.0825,0.8522,1.4802,1.3987,0.3682316,0.4274935,0.37584427,0.43466207,0.3138309,0.36114827,0.38786986,0.43354475,0.34940076,0.3301211,0.3452229,0.3799885
1996-08-27,0.5,,6.0,3,0.9729,0.43052387,0.41041404,3.0,2.0,1.0,8.0,6.0,6.0,0.6038,1.0757,1.1017,0.9498,1.2355,1.5588,0.35758466,0.41271096,0.36144266,0.405718,0.30591863,0.35350716,0.37987998,0.42340374,0.34534732,0.34000728,0.33972192,0.3738802
1996-08-28,0.0,,3.0,3,0.7569,0.41804606,0.40801904,3.0,3.0,1.0,8.0,6.0,6.0,0.6688,0.9839,0.9282,1.0295,0.988,1.4649,0.34645995,0.3990943,0.4859394,0.394206,0.29815358,0.3450616,0.37266076,0.41267127,0.3714852,0.34602165,0.33372462,0.36767808
1996-08-29,0.0,,6.5,3,0.5716,0.40114084,0.40160587,3.0,3.0,1.0,8.0,7.0,6.0,0.9829,1.1377,1.1203,1.0144,0.9026,1.3498,0.33078778,0.38627434,0.4650871,0.41207957,0.28649566,0.33635402,0.36161244,0.40279606,0.45751935,0.35054708,0.32459575,0.36134297
1996-08-30,0.0,19.4,5.2,3,0.5762,0.38869914,0.39636222,3.0,3.0,1.0,8.0,7.0,6.0,1.0722,1.1145,1.2651,0.8320000000000001,0.7513,1.4328,0.318053,0.3735641,0.44491008,0.3952002,0.27609527,0.32471412,0.35497007,0.39453667,0.44466382,0.35294086,0.31671193,0.3529567
1996-08-31,0.0,,7.2,2,0.4796,0.46512973,0.4293279,3.0,3.0,2.0,1.0,8.0,6.0,1.1004,0.8548,1.4022,1.0825,0.8522,1.4802,0.46518523,0.3682316,0.4274935,0.37584427,0.43466207,0.3138309,0.40496916,0.38786986,0.43354475,0.34940076,0.3301211,0.3452229
1996-09-01,0.0,,8.0,1,0.108,0.43944326,0.42707795,3.0,3.0,2.0,1.0,8.0,6.0,0.9729,0.6038,1.0757,1.1017,0.9498,1.2355,0.43052387,0.35758466,0.41271096,0.36144266,0.405718,0.30591863,0.41041404,0.37987998,0.42340374,0.34534732,0.34000728,0.33972192
1996-09-02,0.0,21.5,8.0,5,0.0653,0.42524174,0.41917464,3.0,3.0,3.0,1.0,8.0,6.0,0.7569,0.6688,0.9839,0.9282,1.0295,0.988,0.41804606,0.34645995,0.3990943,0.4859394,0.394206,0.29815358,0.40801904,0.37266076,0.41267127,0.3714852,0.34602165,0.33372462
1996-09-03,3.0,,4.9,5,0.2746,0.48066372,0.42422444,3.0,3.0,3.0,1.0,8.0,7.0,0.5716,0.9829,1.1377,1.1203,1.0144,0.9026,0.40114084,0.33078778,0.38627434,0.4650871,0.41207957,0.28649566,0.40160587,0.36161244,0.40279606,0.45751935,0.35054708,0.32459575
